id,value
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1,
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.Test_blog'_subdomain_146427089,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.1__All_Web_Site_(Defau_71795835,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.1__All_Web_Site_(no_Ho_71757949,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'100_years,_100_wom_169725576,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'Accessibility'_sub_122090942,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'ACE'_subdomain_259464569,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'Actuaries_in_gover_204426312,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'Agri-Tech'_subdomain_86316159,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'Animal_and_Plant_H_115650355,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'Assisted_Digital'__78205618,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'BEIS_digital'_subd_113858233,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'BEIS_media'_subdomain_125394498,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'BPDTS_Insights'_su_209501455,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'Brexit_Facts'_subd_185451004,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'Broadening_our_Boa_224120904,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'Broadening_Our_Boa_227410205,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'Building_our_Indus_174379290,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'Business_Support'__215894248,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'Buying_for_Schools_250508012,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'Cabinet_Office_ana_87801786,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'Cabinet_Office_in__234202218,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'Cabinet_Office_Tec_77491533,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'CDDO'_subdomain_240721388,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'Centre_for_Data_Et_209317220,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'CESG_Digital'_subd_90605388,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'Charity_Commission_115656760,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'Civil_Service_Fast_114436620,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'Civil_Service_fast_92219409,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'Civil_Service_Lear_114880551,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'Civil_Service_Loca_86072586,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'Civil_service'_sub_86362506,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'Commission_for_Cou_170631334,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'Community_Interest_121398729,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'Companies_House'_s_92209825,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'Competition_and_Ma_87915986,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'Connecting_to_Pati_77305191,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'Cross-border_growt_168075362,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'CSPL'_subdomain_94463526,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'Data_in_government_78046334,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'Data'_subdomain_77531012,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'DCMS_libraries'_su_84178088,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'DECC'_subdomain_91775960,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'Defence_Digital'_s_206712864,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'Defence_science'_s_87914783,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'Defra_digital'_sub_94198711,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'Defra_e-Sustainabi_202280789,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'Defra_Farming'_sub_227391311,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'Defra_in_the_media_161259406,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'Delivering_DWP_tec_79940039,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'Department_for_Int_130578220,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'Department_of_Heal_94203007,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'Design_102'_subdomain_75787164,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'Design_notes'_subd_79117194,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'Despatch'_subdomain_80096110,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'Developing_the_NHS_95410512,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'Developments_in_ed_90630355,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'DfE_Digital'_subdo_156742085,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'DfID'_subdomain_73937203,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'DfT_digital'_subdo_127647959,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'DHSC_healthcare_le_130488945,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'Digital_health'_su_86977608,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'Digital_inclusion'_115478461,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'Digital_marketplac_84596375,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'Digital_people'_su_94776080,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'Digital_Skills_Par_168562464,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'Digital_trade'_sub_79124389,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'Disability_Unit'_s_233706796,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'DLUHC_Digital'_sub_176746305,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'DLUHC_in_the_Media_217516580,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'Dragons_Den'_subdo_88470503,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'DVLA_digital'_subd_73699758,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'DVSA_digital'_subd_134076139,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'DWP_Digital'_NEW_s_135161544,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'DWP_Digital'_subdo_73923660,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'Education_Hub'_sub_121727147,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'Emergency_manageme_130154594,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'Employment_law'_su_83932301,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'Environment_Agency_77582953,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'EU_Single_Market'__78810982,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'Food'_subdomain_221780131,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'Foresight_projects_132192104,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'Forestry_Commissio_195465858,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'Future_of_ageing'__92685875,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'Future_of_cities'__79201794,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'GDS_digital_engage_84106573,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'GDS_technology'_su_75781077,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'GDS'_subdomain_80956096,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'GDS'_subdomain_INT_168294692,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'Geography'_subdomain_226571572,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'Geospatial_Commiss_200999874,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'GIAA'_subdomain_238403097,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'GOV_UK_blogs'_subd_88172295,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'GOV_UK_Verify'_sub_76638109,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'Government_as_a_Pl_87914189,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'Government_data_ar_173758046,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'Government_Equalit_154891297,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'Government_Grants__255925855,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'Government_Science_126439916,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'Government_technol_84283690,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'Government_vets'_s_134793384,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'Healthcare_UK'_sub_85407769,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'healthtech'_subdomain_183487408,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'History'_subdomain_71796240,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'HM_Land_Registry'__157916158,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'Home_Office_Digita_84105430,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'Home_Office_in_the_134655981,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'Homes_and_communit_96072124,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'Import_and_export__114287528,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'Innovate_UK'_subdo_101687329,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'Inside_DIO'_subdomain_75227950,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'Inside_DVLA'_subdo_87916825,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'Inside_Government'_73921887,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'Inside_HMCTS'_subd_101683209,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'Insolvency_Service_202253160,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'Institute_for_Appr_153849408,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'Intellectual_Prope_90994107,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'International_Deve_153599943,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'IPA'_subdomain_167576917,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'Jon_Rouse'_subdomain_73648430,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'Knowledge_Asset'_s_220436793,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'Legal_aid'_subdomain_195165280,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'Life_at_HMRC'_subd_73930054,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'Love_sea_life'_sub_79131219,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'Marine_development_83989221,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'Marine_Science'_su_76942931,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'Matters_of_testing_73935315,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'Medicines_and_Heal_134509914,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'MHRA_Inspectorate'_77766174,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'MOD_Media_Updates'_95082261,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'MOJ_digital'_subdo_89018102,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'Moving_On'_subdomain_78045848,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'National_Minimum_W_74807834,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'National_Screening_78047421,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'Natural_England'_s_121725771,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'NCTL'_subdomain_94777378,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'NHS_choice_and_com_87023434,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'NHS_cost_recovery'_85467624,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'No_10_Media_blog'__210587387,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'Nuclear_Decommissi_77476437,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'Nurses,_midwives_a_115278550,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'Office_of_Financia_170649690,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'Office_of_the_Publ_92691623,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'Ofqual'_subdomain_94277392,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'Online_Safety_Data_243954941,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'Open_Innovation'_s_168548383,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'Operational_Delive_253762514,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'Parents'_subdomain_257404986,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'Pensions_Latest'_s_92690829,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'Planning_Inspector_241519930,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'Policy_lab'_subdomain_86073156,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'Prison_Leavers_Pro_252087573,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'Public_Policy_Desi_244757517,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'Quarterly'_subdomain_73646371,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'Reform'_subdomain_220446176,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'Regulatory_Policy__249389221,1
GDS_Google_Analytics.GOV_UK_-_Blogs_40442074.GOV_UK_Blog_Platform_(_UA-40442074-1.2__'Rural_payments'_su_85475153,1
